Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Failure Type
299.1806871132141,310.030286848552,1293,61.549599735337864,200,3
298.1267600152499,308.5732391567234,1340,60.19577530097883,206,3
300.5535849428365,311.53645289710573,1336,58.62450308765068,189,3
300.9002182938467,311.6664119905122,1335,56.86641199051219,195,3
302.37119418763035,311.54661197711374,1227,67.97119418763033,188,3
302.56779312083574,312.01423449666856,1368,56.8605563647281,207,3
300.04975494965225,309.2789420371812,1378,50.89569038729713,218,3
301.0162688490089,310.1785971559399,1378,53.82140284406013,208,3
300.00591351050207,310.5506443189037,1340,59.464265950563515,189,3
299.369934922189,310.03451006949246,1302,61.267712426348254,201,3
298.0682671152463,308.47306846098513,1352,55.45491135293248,205,3
298.47069693223006,308.84253196988004,1281,60.06941687831196,197,3
300.63305068426865,309.9862709579761,1379,55.024914242465655,206,3
298.45460898906794,308.2429070628391,1282,60.871628251356405,215,3
301.345556678199,310.4188967473931,1276,59.44228733554263,189,3
301.79847986957725,311.4402138194793,1369,56.25451305765465,207,3
300.202703838074,310.9861005482963,1232,64.85559780681487,195,3
300.7497173125106,310.1011307499577,1309,64.62956416680763,193,3
300.686598948738,311.88241112021853,1398,50.243553416601614,221,3
299.3617859266213,309.30721023282865,1329,54.17265671448397,204,3
301.16779962568336,310.1910885700265,1379,53.25411118042901,213,3
300.54858714740004,310.75316329162007,1478,51.5971742948001,214,3
300.45790643945236,311.041870797339,1295,61.287973268414966,202,3
303.7323234495782,312.9568022018584,1365,59.84816264223008,204,3
298.7339605813104,309.12664277655176,1374,56.88799283296552,203,3
298.3884089368374,309.3858548536303,1287,61.92436147919822,211,3
299.41870025431757,310.6784114219436,1219,65.34101091330858,207,3
299.36054370131654,309.3889786623698,1344,60.45383299131461,190,3
300.7,311.87806993041715,1335,57.385090904576884,192,3
301.30898038758556,310.1628627130987,1270,57.32086247996076,193,3
299.0805168079674,309.4336501658748,1304,61.11485001843053,193,3
301.4936988244814,310.5738729410034,1339,56.95583999705753,203,3
299.4525860769192,309.8643577055643,1332,59.51837110345175,187,3
301.7373409670071,311.02489397800474,1276,64.11803435153205,182,3
300.2275549330703,311.55859202198104,1373,58.17570048752965,212,3
298.40047220294565,309.3956203547656,1287,61.923787037954966,211,3
303.70426484624977,312.9234118769998,1365,59.66385328741607,205,3
301.95852560146415,311.1348259451579,1269,64.79638230349292,182,3
301.0593001115998,311.95730315638747,1366,57.70774058663757,191,3
303.4369616642788,312.46201293434746,1358,56.92525635034343,194,3
297.6988802612885,308.28379799100105,1337,59.27822209898884,207,3
300.6460276390336,311.04943251986197,1234,64.60226992055223,185,3
298.89234461932557,310.2654307741569,1365,49.200926919382276,225,3
298.7660013665578,309.371204372985,1285,61.578403279738744,216,3
298.6473249420689,309.69464988413785,1354,53.35267505793108,211,3
300.08037118025015,309.3070069152293,1378,50.91354985514592,218,3
298.1157813564085,308.55315241557577,1383,56.651050805191915,202,3
297.48286758622,308.4085828213309,1339,59.9628077742327,206,3
300.3545927578221,310.7352046022473,1220,64.82091776663778,184,3
301.9268840836774,310.8,1382,50.40123742260052,230,3
302.38663236641287,311.8375321345773,1400,51.949100231835565,213,3
303.10420803650163,312.1161820319389,1360,60.74574073814895,198,3
303.3178813337137,312.8224165254715,1258,59.98564977676362,212,3
302.06901072334085,311.4761025021129,1227,67.6690107233408,190,3
300.70643427249496,311.24745305178214,1454,51.93637167487113,212,3
300.77817510974523,310.81750922410026,1269,63.77940790715738,203,3
299.72078857030135,309.5724731421808,1352,56.49326171248211,207,3
300.94971334824186,310.85960435954775,1377,53.423165123617885,213,3
299.5471362710465,308.8256461605207,1383,53.40658900526797,217,3
300.93234880031355,310.9458790402509,1398,57.97293952012543,190,3
298.09095644273805,308.5638257709521,1353,54.34313430583652,206,3
301.08088900263016,310.8303699912328,1244,62.350811933369414,181,3
297.5737739019463,308.3737739019463,1375,56.64590310083414,202,3
297.39883054084993,308.39850569108603,1369,50.603248497639,219,3
302.26170998720175,311.49428437100056,1228,67.39656121960414,184,3
297.88179511057996,308.24089755528996,1311,61.05303414823667,191,3
299.1742804247307,310.2091365096768,1362,59.888579362904,188,3
300.5518270480991,309.83800650193933,1378,54.16199349806069,207,3
298.0293468242272,309.83571982506595,1498,49.5053502186676,224,3
301.24568671990164,310.3468369279278,1378,53.65316307207215,209,3
298.5122242936832,308.5048897174733,1407,55.23701832787561,220,3
299.0,310.4,1365,49.73800550956953,226,3
299.05938873156725,309.7639010947264,1397,55.33908309735083,216,3
300.4215771148792,309.2572238808432,1416,51.52851741277121,230,3
298.45844108206165,308.6093223946979,1346,58.84911868736375,202,3
299.0598846249606,309.83109606287405,1373,52.78196137566943,225,3
301.8397520039892,311.26009299850404,1270,64.68905451520872,183,3
298.5652518417629,309.8565648022036,1366,49.50757639834727,224,3
298.2024486316433,308.5760663158772,1403,56.05276463153217,217,3
298.7407162999373,308.73252658925213,1305,63.624569132055484,207,3
303.49061061498634,312.76132818870377,1364,59.9353587868587,205,3
299.23376555831805,310.0733234256633,1293,61.53955786734523,200,3
301.9925533336965,310.8962766668482,1378,53.075798334513664,212,3
302.5038925834072,312.00014570719986,1363,60.04812656189632,205,3
300.24726911059327,309.7565633124216,1403,54.868284971500294,213,3
300.48334614865024,311.29992310809837,1270,66.11773033797266,206,3
297.84146960814894,307.3359403270624,1326,61.05943977168011,186,3
302.91629232501043,311.8179150990737,1400,52.498377225936764,210,3
300.7281477302451,311.490374967304,1336,58.597034111715644,192,3
301.8948969564182,311.2,1270,65.45415113058661,183,3
297.75469955409795,307.32831277868877,1326,61.011325111475514,186,3
300.0351680710878,310.0953571458406,1361,59.52957984316458,206,3
299.222691725253,310.43884544197584,1208,65.49346199146991,206,3
301.8005375793754,310.72903221089314,1378,52.90766123725483,212,3
298.1941381704108,308.9947894848096,1396,54.04120725561616,214,3
302.9759528026317,311.8157054517544,1400,52.560247350877354,210,3
301.44588661985983,311.144588661986,1251,64.80129795787383,179,3
299.91716709153565,311.10060050984276,1365,58.77424936269652,189,3
300.12968184321625,310.3246218322011,1338,58.295618211859505,203,3
298.247810888229,309.10863992350636,1338,56.569702005939014,205,3
299.95056671846936,309.56425620641534,1403,55.0441086112774,214,3
300.7264280591158,311.18341366611463,1270,58.32952517569126,196,3
299.4474381286453,309.24036846782684,1512,48.716188818720646,229,3
299.95231701392,309.5653906571704,1403,55.04307139915854,214,3
300.51831818535607,310.44175935953746,1352,57.04359626396835,209,3
298.0037755069554,308.2083061153018,1365,52.88565307356963,218,3
300.4865858870837,310.4305597248531,1352,56.978265061642915,209,3
298.08160567571144,308.52642270284576,1352,54.80132189013981,206,3
299.4470048733068,309.85569721720026,1332,59.5233749411732,187,3
297.4108278321409,308.3443311328564,1291,62.6311887598789,201,3
298.0114629959497,308.4473363174078,1387,57.371004476111736,199,3
300.371126780357,311.37833903091104,1334,57.54227777814065,193,3
300.93015170288487,310.7986023389952,1270,57.78626212564026,196,3
298.56688707171435,309.2374173481071,1509,49.256126022160664,225,3
297.70401494449504,308.1630018680619,1345,59.72495329845293,203,3
296.99828093967886,307.381757528039,1366,56.29914046983943,215,3
301.48658722621246,310.857724817475,1282,62.9896425179562,182,3
299.64325445797203,310.80935594069126,1376,53.82515247447013,214,3
298.29499853482014,309.28166129434044,1337,56.14501318661901,205,3
299.64145748653794,308.89087119223603,1383,53.536767132122606,217,3
300.1168421226264,310.2729498244774,1398,54.83246021062713,214,3
296.1076161982763,306.5441641734917,1370,55.028931776939224,215,3
300.57918937987216,310.78324248051126,1300,62.35585839829574,199,3
298.9039548833553,308.81997583036895,1304,63.85193715895917,208,3
296.95060446924117,307.8,1392,56.74576871531171,202,3
301.9412732371247,311.10877102406516,1355,57.63748893470254,194,3
299.260381417807,309.2086865520527,1344,60.60741515936253,190,3
300.1883209400362,310.66958606005,1293,61.21094884001034,204,3
303.3232636803775,312.6322319820055,1364,59.954484150814,205,3
298.99490224685843,309.2915153725724,1357,56.50335199086083,206,3
297.6653886016199,308.15645817943926,1311,62.12679126654203,202,3
299.24815600802685,309.8747913127863,1359,60.3101077629019,188,3
300.2896571968899,310.29741429922245,1362,60.265523989632875,205,3
301.94607308203933,310.7560595483283,1383,50.36591067750749,230,3
299.04019478778633,308.37483548274815,1320,62.777612529160386,188,3
299.8600668841116,309.6215796209918,1400,55.23288088848344,204,3
297.9927938604366,307.8301831162006,1318,61.0,187,3
299.51119471062583,309.4082094544589,1389,58.78880528937417,195,3
301.3577313380342,310.5041193662398,1278,60.14841760598693,188,3
298.6925226901615,308.4718068161201,1375,50.456386367759826,220,3
300.8489963748847,310.85573062980325,1377,53.45415496157395,213,3
301.423008142957,311.8732219206312,1399,50.94978622232578,218,3
299.1,309.8737734498444,1319,54.5203772427238,225,3
298.2726887838658,309.97371599103656,1493,50.37925978610665,219,3
299.6414899847255,310.09421562022675,1358,57.419018683174166,208,3
299.99910022216636,309.4573974911972,1312,64.43587129233738,193,3
299.85508071378075,309.7787527613661,1392,58.61062361931693,193,3
300.90916648897354,310.13477258188743,1379,53.30727311496689,210,3
300.6870664474663,309.9530543661088,1379,53.791855023709864,208,3
299.3415627782029,309.5143811204642,1380,53.72468833460875,216,3
297.7298815448593,309.0557115877721,1284,61.27675879844274,198,3
296.264941965447,306.8713326799185,1372,56.1984477689023,214,3
300.8393170710269,310.00546341267676,1381,52.39531707484849,216,3
299.6377025847397,310.1344256461849,1364,58.092341949132305,204,3
298.61451976566485,309.3241996094414,1356,52.754411542706485,227,3
300.00552800901625,311.1442510686353,1398,50.710641169841,219,3
301.7597960549027,311.8239184219611,1456,52.60144210405188,209,3
299.48027546415415,310.5726527109913,1397,51.09685627635722,218,3
298.00522578799075,308.2039193409931,1347,58.80827416431873,201,3
301.32820186678805,310.6039632969476,1339,57.467376048109585,203,3
300.68810886328805,309.7310516663829,1383,51.90342250042572,224,3
297.9619480385981,309.06194803859813,1357,52.95268142992854,212,3
297.73319039501,309.55005360187124,1502,49.72508040280687,222,3
302.01828199029455,311.17844561026646,1355,57.60081809985975,194,3
297.45113006979784,308.1451130069798,1363,52.68045202791914,215,3
301.8874797063891,310.84373985319456,1378,52.73430904576463,213,3
299.5897180973177,308.8034825985369,1414,51.83101160097539,225,3
300.418319083117,309.9629760172079,1350,59.22786444123362,193,3
298.3577157410746,308.184652554808,1328,60.249968486141036,187,3
299.2990215376737,309.3598406586372,1343,58.93918087903646,202,3
301.1692344996962,310.9887986628255,1369,56.32290929351129,206,3
297.45109471008897,308.38296842997033,1368,50.795863055341194,219,3
300.03043046110514,309.5683254507971,1423,50.59440160355986,230,3
297.42435913169317,308.21456636511994,1340,61.03267848138688,206,3
300.21899904434093,309.93966634811363,1338,55.88677788396212,204,3
297.63154437867615,308.1631544378676,1363,52.75261775147046,216,3
302.7,312.2914119111021,1462,49.4490545780381,230,3
300.93530969151664,310.4094335681233,1379,56.898920087403226,204,3
301.5483575619841,311.2362681714881,1366,57.74086699793256,207,3
299.0370967817439,309.91897533473315,1353,53.994022785943365,211,3
301.33770459558167,310.36393216907163,1275,58.98686654373638,190,3
299.24875225343874,309.21906354623945,1376,55.3171854880011,205,3
300.30018647441386,311.1333954914713,1260,66.98936543461315,208,3
299.1559059038001,310.32204704809993,1354,48.944094096199876,235,3
298.4316528467435,309.2177169707853,1335,55.68858485392666,206,3
297.44696545406015,308.30316611548193,1358,53.068865123349276,210,3
297.25873169342526,308.1073414616782,1340,61.11646345804595,206,3
299.60310183244417,309.3451861954466,1411,52.73436727748138,226,3
299.282413138349,309.65944440066266,1399,57.62296873768637,195,3
300.4722752361056,310.17572967005646,1411,53.02409174536853,231,3
301.80736568770516,310.51684260223544,1339,55.98632423800214,203,3
297.98920312746327,308.2984575896376,1404,56.146015637316395,217,3
299.8342151640373,310.2003112343661,1352,55.63514886713556,210,3
301.22940901514875,310.2435706425341,1379,53.24270203423171,213,3
301.1212874086771,311.2,1270,66.58877846727354,197,3
302.9292258259033,311.58103526786203,1400,53.262757678565585,208,3
301.6717429955041,310.8649103292656,1355,57.76583666880758,194,3
300.1057310411965,311.25329554483153,1398,50.636962469708415,220,3
301.8592121272221,310.82960606361104,1378,52.64243941347178,213,3
300.746364026067,309.91090928990656,1340,57.074544990218016,204,3
301.71146483926987,311.43970870100503,1487,47.0343404051138,244,3
298.8686751287954,308.86953589827914,1279,62.21761470276609,214,3
301.5777148945923,311.82050251506826,1265,64.62609361442061,209,3
300.7339472473015,311.1976985966635,1469,51.213348758586946,216,3
298.0709629127424,308.3354814563712,1310,61.021506181209595,190,3
299.32015479077137,308.9336654086826,1329,53.7651160930785,206,3
299.5425238900353,309.20507899186157,1313,63.943249460301196,194,3
297.902055024443,308.25102751222147,1311,61.04965749592617,191,3
298.32996509483644,309.31678045310844,1337,56.13595811380374,205,3
301.053952705066,311.09909839659963,1368,56.23893897796669,206,3
298.1625942827346,308.79520698197496,1339,60.71174793832888,205,3
301.67291225417847,311.7891649016714,1457,52.6477801311048,209,3
295.98174622745927,306.58778684619796,1371,54.53959381261311,216,3
298.2628974482327,308.6584965203173,1403,56.00880185583076,217,3
296.1063122143955,306.746954496172,1371,54.19357718223483,216,3
299.798916373041,309.5811418286928,1333,55.86120003042659,205,3
299.58119007878065,308.88119007878066,1382,53.74059503939032,215,3
303.705895444824,312.70393029654934,1359,56.91201345165703,194,3
297.1206069431928,308.12412138863857,1362,53.01860985572906,213,3
299.10343901686196,310.062170814519,1437,48.80343901686191,228,3
299.3218014581558,308.9242725742653,1293,63.5970902970611,213,3
298.8521807376087,308.7922396808618,1304,63.779823170240654,207,3
296.9007091812774,307.8,1399,57.09503573105794,202,3
298.70062672082594,308.8884011013286,1388,58.0326016519929,197,3
300.01123170809615,309.5730718644732,1377,54.636400260628434,206,3
299.71991245054,309.634573280576,1391,58.682713359712,194,3
299.11429838177247,308.6907654926585,1410,52.411766444557,216,3
297.7606586751171,308.4717336000914,1399,57.28892507502571,199,3
300.1546616735187,311.08488722450625,1254,66.61746872121454,208,3
300.6878486059307,310.6371952193212,1338,58.96541832711685,203,3
300.06421710667644,309.9794154171679,1297,63.665678563756664,208,3
301.5194284853844,311.78694367340313,1265,64.78152403897487,209,3
303.88938245335873,312.8262549689058,1361,60.398266613816176,197,3
299.46053716340623,310.03816114902185,1374,56.06842973072499,201,3
301.6731222312071,310.7457842495256,1339,56.21047497978395,201,3
301.80053494025975,311.9202853014719,1467,50.257646262857115,225,3
298.2536659071695,308.51667296237395,1405,56.07316704641526,219,3
302.0928565846013,312.20578202050547,1245,61.342007666688474,211,3
301.3242425197824,310.72620324227614,1351,58.70285224661077,208,3
298.0516122735436,308.4064490941743,1351,56.27099859636487,204,3
297.1127144408257,308.151233836739,1361,52.64345474286908,212,3
299.0136117715894,309.9106865076198,1353,53.94567129444874,211,3
298.9125831921289,310.2164247034707,1364,49.77310942060735,225,3
298.0,308.29364933313104,1362,56.552323992109876,216,3
301.198730135497,310.33362316719285,1380,52.11403728526325,216,3
300.1991457143504,311.1069807143881,1401,50.638247499943404,221,3
298.14428329652196,308.58218721524526,1340,60.174896497761075,206,3
300.41849932323044,311.3287377407397,1234,63.93327485690533,209,3
298.0,308.2850132734685,1362,56.21551766527164,216,3
296.29396080269,306.7072157023537,1369,54.81929409697379,215,3
299.1665820548536,309.11432197649134,1345,60.709547984327536,190,3
299.1102517364815,308.49501398536006,1377,50.40997202927983,220,3
301.1352813149339,310.590127045454,1355,58.26471868506613,193,3
297.4624188619485,308.1924837723897,1362,54.48840110637849,214,3
299.69389054042875,309.76063397689785,1427,49.94536032796976,229,3
300.7548499166991,311.4451500833009,1276,60.40648971677693,192,3
300.48812160947915,311.0694555672322,1296,61.36448269139877,202,3
298.39908306344466,309.35548651552904,1337,56.21889967613361,205,3
299.64012928346074,310.9133764278202,1230,65.30255261328854,208,3
299.30028673381275,309.9855504378213,1432,49.186267272353184,229,3
302.2761753202057,311.8014014517526,1369,56.254656618351625,208,3
299.87645572337647,310.3668584332941,1377,54.029942470011775,211,3
300.6557861669818,309.509972659845,1416,51.65578616698176,232,3
299.8976256480655,309.8318943321609,1376,57.099568299648276,203,3
300.12609838022564,309.5275806838089,1312,64.57289562076976,193,3
301.2199218051879,311.60796872207516,1460,52.88937503723314,208,3
302.0130229477196,311.92520917908786,1455,52.46638776121622,210,3
299.1919125955011,309.2485244269934,1391,54.57278664049006,217,3
299.04989679442207,309.94989679442205,1370,55.999380766532475,201,3
298.4733116448045,308.37441010427375,1411,52.148352310796106,218,3
300.2213224332832,311.55287889717624,1373,58.14349923862971,212,3
299.0909828383958,309.14581346068377,1375,55.45805103714659,204,3
298.40681258470863,309.40075304476414,1287,61.923485115013875,212,3
298.71176749275065,309.04264531703086,1332,54.81322658515429,206,3
298.98049469101886,309.8012367275472,1431,49.32283572679251,227,3
300.36627496531986,310.90900900562104,1449,47.920642385194554,236,3
298.3515568088415,308.8205909035786,1396,52.75171590863155,211,3
300.7807319606194,309.67005576627105,1421,51.57656326198711,228,3
300.8065581195346,310.2291813673485,1379,56.10066034111465,205,3
301.6628815534228,310.7314407767114,1379,52.00436504862404,215,3
303.6229888701617,312.8870141724436,1365,59.76441700693234,204,3
298.33305783400357,308.45183654633354,1373,50.496326907332936,220,3
297.05102891631014,307.85102891631016,1384,56.4218695355615,202,3
302.5058652941282,312.36414961397355,1362,57.210483805143426,192,3
299.8166343164666,310.23555639314225,1359,59.86188448124748,188,3
302.79883660457426,312.45218839119514,1241,60.113407146483425,211,3
298.1275245485037,308.5732668896507,1360,56.162377257481666,215,3
300.4747368270256,309.7747368270256,1379,54.1873684135128,207,3
302.2988782813853,311.3992521875902,1248,66.74457836002894,184,3
301.1076509209529,310.85314660892567,1494,47.482887887292115,240,3
298.2958292734642,308.71770122856236,1361,51.91390242178592,222,3
299.66364729719675,309.4239061002942,1506,49.32390610029417,226,3
301.92332811275855,311.8546915513793,1399,51.468636561379256,215,3
300.25375239986914,309.5722514399215,1304,65.19075047997383,202,3
299.0015795649086,309.93894837894135,1432,49.462101108796865,228,3
301.7629442992742,311.42855703086866,1363,60.13280636579723,205,3
301.3146715201433,310.202700641003,1271,57.65094816831023,193,3
300.715769567008,311.2,1270,67.18353796838825,204,3
300.35114350262046,309.809923766492,1378,54.34885649737952,206,3
299.0002070289774,309.6639186758783,1398,55.47257670619826,217,3
300.9695308551954,310.12206995059574,1379,51.43222633219729,217,3
298.4001871499568,309.4127105437014,1334,55.93719588132019,209,3
300.557805170147,310.4933538776103,1362,59.77149940119865,206,3
301.1080035171098,310.64399936052547,1339,58.14798912893332,203,3
301.72685282704464,310.66731907488986,1378,53.15058280980655,212,3
298.1899207901278,309.027607004753,1373,56.32313785374783,202,3
299.6674048325545,310.1976971539639,1332,59.32577497770978,187,3
298.41214950739896,308.2498871666536,1328,60.45117630371126,186,3
298.91957146140953,309.83261910234927,1354,50.74615454572037,232,3
303.25880274408496,312.56704219526796,1366,58.56504676874285,206,3
298.96629839176114,308.8599110968125,1348,59.15352380186383,203,3
301.939667443872,310.74054304751496,1404,52.799562198178506,210,3
302.0852526587533,311.8126321965439,1369,56.69265566521308,208,3
299.96599100436623,311.16454956506476,1372,59.52939190392958,212,3
297.8270002636011,308.4201703473708,1340,60.552935856134816,206,3
299.4631290841085,309.2567043385228,1350,58.393575254414294,199,3
299.816087834474,310.79831160730635,1234,64.132271876717,207,3
297.54203348428774,308.142754185536,1343,60.23114536160072,204,3
299.0069676478179,308.95522573586345,1345,60.394365442378316,192,3
297.76933901115353,308.3097564777934,1336,58.99267874427258,207,3
299.2858109849313,310.1134714252567,1289,61.75532088065077,212,3
302.3239156587724,311.94507496282694,1411,53.6413052195908,243,3
300.07544058922144,309.78526435353285,1352,57.06070494275427,207,3
298.33758733752484,308.1341872478834,1328,60.51802514566739,186,3
300.4149065252082,310.3446858709143,1361,60.3,206,3
299.97298037346104,309.77568394680935,1334,56.424348267079736,204,3
299.0099441552777,310.3950279223611,1364,49.09005584472228,226,3
300.003533455684,310.5999291172769,1339,58.7715197063583,192,3
299.61037152245956,310.70373338487974,1491,48.42033326890032,233,3
299.6464687372096,310.4187734300389,1437,49.30092967577544,226,3
300.9254394866033,310.57754467346587,1482,50.477544673465886,220,3
298.9707515485968,309.37413677852425,1287,62.283141506338715,191,3
302.11415621081636,311.57481247246557,1362,61.37868747670162,203,3
297.7515739932689,308.4983589951387,1339,60.96292700411344,206,3
298.58235907918163,309.5479123125321,1355,53.88820460409181,212,3
301.35964800075595,310.51753600529184,1278,60.25958404384677,187,3
301.3666700140129,310.56669009809065,1279,60.666860812750954,186,3
300.1443496168274,310.18547044327045,1297,63.23067350865131,207,3
300.7572772509737,311.21267298831543,1337,58.24554501947422,199,3
300.2201848899516,310.715011631884,1366,57.15801395826079,203,3
301.7939550847156,311.17939550847154,1262,65.11455957624403,180,3
300.59729655314646,310.56485519090427,1408,50.86757240454785,226,3
302.30149565168193,311.4346865419979,1356,57.46595445158004,194,3
301.1709135887424,311.153410496482,1235,64.80591977326317,178,3
301.6490812942241,311.2207348423452,1440,52.147769032080724,214,3
303.7152156484732,312.7101437656488,1359,57.08909732099089,194,3
301.72203987472784,310.76101993736387,1379,52.196629592865385,214,3
297.89868442637976,308.2337718578734,1365,52.511623634455816,218,3
300.9853944875105,310.93820183749654,1290,62.001125370848506,191,3
300.769291225664,311.0685052920323,1337,58.4858245132795,200,3
298.17735035059667,308.65977072546104,1354,54.12501920173564,206,3
298.09694356518384,308.23537095654416,1407,54.93973365261027,218,3
299.9705737983032,310.9426281102729,1398,52.570635155514765,219,3
299.61726020476806,310.427602679172,1279,64.41041071668819,212,3
301.0131178423538,310.83483838176534,1364,58.83810842317475,206,3
300.5264733849938,309.71593393624426,1379,51.17377614124636,217,3
300.40345017105733,309.7551732937052,1378,54.286205204413086,206,3
301.1019318524636,310.7774015479097,1411,53.23397728415453,235,3
300.706581450608,310.915950505414,1269,64.73697309811818,204,3
297.4869340881335,308.3112807925402,1382,56.22957306915327,201,3
297.4337883098367,307.5288823063521,1321,61.09155292254083,192,3
297.24047985128306,308.1240479851283,1362,52.59619194051322,214,3
296.6299409209424,307.29473146829315,1372,56.52694682884813,214,3
299.36512619657475,310.177915034717,1289,61.72557767628446,211,3
302.0132857242674,310.9407804946216,1350,60.26827526497587,206,3
301.13776191888667,310.3337345770562,1402,54.340585529548626,212,3
300.5517301304056,310.3655190391217,1377,56.941384104324456,203,3
300.5789414724797,309.7209142017188,1342,56.750072162900736,203,3
299.1892319420236,308.8201108115899,1291,63.18044324635976,213,3
303.26954361106556,312.31053945763074,1358,57.00497923282591,194,3
300.68399078225235,310.92918801692804,1474,51.86798156450469,213,3
297.9686325380387,308.3052279103269,1362,56.47586955973369,216,3
300.30186514116383,311.36915352155177,1399,51.084744130747,221,3
298.61170337753964,309.1540480751915,1372,56.60090180678917,203,3
299.2758427556084,310.226083542925,1367,56.50096314926667,201,3
299.23525292413007,308.5352529241301,1380,51.52809357216165,219,3
301.70166086810815,311.6176355063964,1445,51.184855795765806,217,3
300.4680774702214,311.3915351786717,1270,64.85043002837463,204,3
297.0822649862961,308.21290599451845,1289,62.291673819172594,200,3
301.7174692226155,311.38209748578936,1369,56.26331856275919,207,3
298.95718416858193,308.8892598946363,1330,54.0462994731815,206,3
300.7465150625794,310.1451210876112,1379,55.728393387992284,205,3
298.9737445951343,309.75903078048094,1287,62.16220300492206,215,3
302.2045208733192,311.09447133507365,1400,52.94120594458947,208,3
301.39437663822116,310.7606364675484,1284,62.27384501682968,183,3
297.43761654216337,308.4470206777042,1369,50.67523308432676,220,3
299.27323693893743,308.88611473773653,1292,63.44445895094614,213,3
296.9610993558708,308.2304137642763,1288,61.992328602101395,200,3
302.0172370135101,311.92689480540406,1455,52.46414025946125,210,3
298.77763945222324,308.49671671246114,1286,61.88686684984457,214,3
297.52736140681134,308.4571215347033,1339,59.75247334961911,206,3
301.0790348777521,310.1154741551222,1380,53.27054909671257,214,3
298.34784859592156,308.14458619165424,1412,52.29782506382174,217,3
299.71805674489116,311.0915520161502,1374,55.54329318193756,214,3
299.50485355239556,309.46397024866917,1295,64.05059040851755,213,3
299.0780356325442,309.894797624497,1373,55.62196436745583,201,3
298.87959479735326,308.52049034317787,1410,52.3795522270877,216,3
298.521551062231,309.4137143123288,1360,60.90626939992175,187,3
300.79994606810595,310.7006471827284,1338,59.09892136211935,202,3
301.6825010668622,310.5395452605705,1339,56.37226942969858,203,3
302.7,312.2426553970533,1455,50.86299348545454,221,3
298.1844382795389,309.38054784942364,1367,49.86458911293227,222,3
299.9401878321352,309.31011404093925,1332,54.23014087410142,206,3
297.8789885724299,308.18487357155374,1346,59.178160711156686,202,3
297.8291951566921,308.25693494776925,1366,52.245248100653136,218,3
299.7472805785984,309.7600719451771,1342,58.98720863342126,202,3
298.7563100969803,309.86388221335665,1365,50.02602163147488,224,3
300.08569561001286,311.0618985366709,1251,66.44122211447726,208,3
297.0619869012444,307.7612581867223,1316,61.18450327468891,198,3
298.0018029008959,308.2072116035836,1348,58.711657856101326,202,3
303.3190387561899,312.69300346139784,1365,59.53160415367737,204,3
299.1493963983527,309.2262467842434,1344,58.923149614109214,202,3
300.5997893755735,311.61962087603234,1336,58.55365629078726,189,3
299.07251950375814,310.3637402481209,1364,52.023272157925184,231,3
296.0756178402988,306.5359830202739,1370,55.837808920149385,215,3
300.39912378351363,310.58654983780184,1376,52.16768891923408,229,3
301.8679985996681,311.28933286655604,1399,56.19166958402479,196,3
302.4615191800234,311.8856389191218,1446,52.03495977637003,214,3
297.24813395562757,308.38535404897175,1362,52.0781722754331,214,3
302.8892721219172,312.6229520638614,1250,60.10945981131864,212,3
302.4133283755252,311.878833897447,1412,53.41332837552523,243,3
300.4781992969154,309.67574718414016,1381,52.67793098502273,216,3
300.4270136716804,310.0454506914835,1398,52.853787557623626,209,3
301.937710571179,311.23778381332824,1413,52.93771057117901,240,3
298.343050484807,309.27309344699563,1336,55.965467234978156,206,3
299.659542883525,310.79145146022995,1364,59.16068567471256,189,3
301.7424997135908,310.9746735270137,1413,52.742499713590824,239,3
297.87922496095683,308.18928954754375,1362,56.7396124804784,215,3
297.95596476678736,308.29370925239823,1404,55.97982383393692,217,3
301.7004902677543,311.4627757756118,1368,56.21873467913268,207,3
301.67792985206023,310.8681886205527,1355,57.952612626951215,195,3
299.384970656645,310.38762949841697,1371,56.26462362974598,198,3
300.85333939201206,310.71500454400905,1363,59.16565424637525,206,3
301.0673518329654,311.88639437655684,1399,50.580957456408605,220,3
300.1032946809544,310.2508236702386,1362,59.64431560318112,205,3
303.4272916710694,312.49755630940007,1362,62.15947072333855,200,3
297.4324687326945,308.6119984978955,1288,61.969882441300264,204,3
301.32612541092254,310.47592079075474,1379,52.397544557987274,213,3
301.7990794761359,311.0553858028539,1399,53.89353703657532,211,3
297.00186550635595,307.901865506356,1398,55.97947943008417,204,3
296.82651777654775,307.22430796183545,1366,56.213258888273856,215,3
298.5629605932266,309.5370342881428,1372,58.26666453390392,213,3
302.6529932177276,312.15702237049385,1450,52.05702237049385,213,3
299.0,310.4,1370,53.537146154397334,227,3
298.1725097977802,308.18578186236124,1282,60.88483578930356,213,3
302.6207611591371,312.1683044636548,1450,52.14226071512688,212,3
299.75235534595066,309.76460298745593,1342,58.98775235849471,202,3
298.47631298837916,308.2599602051551,1282,60.93984082062037,215,3
298.4341573393818,310.0579687353469,1497,49.22753908081643,226,3
299.94508229886316,310.11060251874966,1371,56.455969315340965,205,3
298.24861372424675,309.04321219933047,1397,54.12292058637014,214,3
299.9742735029556,309.7782597722361,1398,52.831521647686344,210,3
297.59784797207175,308.3636852308105,1312,61.21708137063062,200,3
298.08254066657406,309.06277163626265,1337,57.12798957619533,206,3
299.1362365354254,310.3318817322873,1356,48.9637634645746,234,3
